sha256,pkgName,categoryID,description
A91DA5C2874307C5A147062D8192987D8C8C9A40903ED9EF73167026F52B6670,culturetrip.com,TRAVEL_AND_LOCAL,"The Culture Trip app is your essential travel companion; wherever you are, wherever you go. Discover nearby recommendations hand-picked by global experts and local insiders, plan unique trips that are right for you, and easily book spot-on places to stay and experiences - all in one app.  Travel with Culture Trip and we help you get it right, before and during every precious trip. Because we are your trusted shortcut to booking travel that’s good, and makes you feel good.   THE WORLD’S BEST BITS, HAND-PICKED BY US Our recommendations are hand-picked by a global community of travel experts and local insiders - we know the best when we see it because we’ve been doing this since 2011. Our award-winning travel guides, stories, and videos give you an insider perspective on destinations around the world with lesser-known gems and unexpected highlights.  EASILY PLAN TRIPS THAT ARE RIGHT FOR YOU My Plans: Wave goodbye to stacks of travel books. Collect trip inspiration in one place, and see everything on a handy map. Add your favourite travel guides and itinerary ideas, create wishlists of places to stay, and must-do experiences. Near Me: The perfect tool to find local recommendations for the best things to do, areas to visit, places to stay, and more - wherever you are.   BOOK WITH CONFIDENCE Free cancellation: In these uncertain times, cancel or change for free on select properties and experiences. Price-match guarantee: Find a better price on your booking and we’ll match it. Simple. Peace of mind: Our friendly team is on hand to help you with booking questions.  Just some of the reasons why the Culture Trip app has a 4.8-star rating and has been downloaded over 2.8 million times:  “Great detailed information about destinations and attractions.” - David Ortiz, Dec 10, 2020  Check out our reviews and ratings"
D18F2918C5D01EBA3F8F73C04C3E13AE15526AEDF67207E8689814E3B157FFE4,com.tripomatic,TRAVEL_AND_LOCAL,"Discover things to do anywhere you go. Plan detailed trip itineraries. Get around with useful travel guides. An ultimate all-in-one app for every traveler.  <b>ADVANCED TRIP PLANNER</b> Build a complete day-to-day itinerary for your trip with an easy-to-use trip planner. See estimated travel times and walking distances and keep realistic plans. Invite your friends to collaborate on your trips.  <b>WORLDWIDE OFFLINE MAPS</b> Buy Sygic Travel Premium to use the app without any internet connection, including unlimited offline maps download.  <b>50 MILLION PLACES</b> Sights, museums, parks, cafés, restaurants, hotels, beaches, waterfalls, caves or even bird observatories. Whether you're a tourist up to sightseeing, out on a shopping trip or a romantic weekend getaway, we've got you covered.  <b>PHOTOS, DESCRIPTIONS, WIKIPEDIA</b> Popular places come with descriptions, photos, opening hours, admission fees, links and additional data written by professional travel editors or sourced from Wikipedia and other databases.  <b>360° VIDEOS</b> Take a look around top sights in exclusive 360° videos. Over 500 professional videos from Prague, Barcelona, Valencia, Madrid, Granada, Seville, Marrakech, Gran Canaria, Porto, Lisbon, Athens, Istanbul, Cairo, Tel Aviv, Jerusalem, Bethlehem and Vienna. 360° videos also support Cardboard.  <b>MAPS DESIGNED FOR TRAVELERS</b> Detailed maps based on OpenStreetMap.org data adjusted for walking and exploring your destination. Built-in search and GPS-based walking directions and tight integration with the Sygic GPS Navigation.  <b>POWERFUL SEARCH AND FILTERS</b> Find any place by name or address. Use filters to show attractions, museums, shopping malls, restaurants, bars down to art galleries featuring Van Gogh paintings.  <b>TOURS AND ACTIVITIES</b> Find the best sightseeing tours, cruises, or even local cuisine cooking classes. Buy skip-the-line tickets to top attractions straight from the app.  <b>ACCOMMODATION</b> Find a hotel, hostel, apartment or b&b. Add it to your trip and see it in your daily itinerary including travel times. Book your accommodation with booking.com straight from the app.  <b>USE ON ALL DEVICES</b> Your trips will sync automatically between all your devices and our web planner available at https://maps.sygic.com  Using Google Trips? Beware that the trip planning app will be retired on August 5, 2019. Sygic Travel is a great alternative to consider.  <b>GET IN TOUCH WITH US</b> Check out our online travel maps at https://maps.sygic.com Follow us on Twitter: https://twitter.com/SygicTravel Like us on Facebook: https://www.facebook.com/SygicTravel/ Contact our support team: team@travel.sygic.com"
FB96DC233722D744B3AEE3381B8E6B54D792E4251AD7CC04B35CE4276DC1329D,com.tripadvisor.tripadvisor,TRAVEL_AND_LOCAL,"As a travel guidance company, Tripadvisor brings people, passions and places together. We aim to help make you a better traveler, from travel planning, to booking, to taking a trip. Our app lets you get the most out of your trip – whether you’re planning or on-the-go. Discover where to stay, what to do and where to eat based on guidance from millions of travelers who have been there before. Find deals on hotels, book experiences, reserve tables at great restaurants and discover great places nearby. No matter what type of trip you’re looking to take, the Tripadvisor app makes planning it easy and also lets you guide others on their way.  GET TRAVEL GUIDANCE Access millions of reviews about hotels, restaurants, tours, attractions and other experiences from travelers just like you  Discover traveler-recommended places nearby and view them on a map  Read Travel Guides to discover new ways to experience a destination with tips from travel experts  DO ALL YOUR TRAVEL PLANNING IN ONE PLACE Book hotels, tours, activities, experiences and other things to do with free cancellation  Find great places to eat nearby and make restaurant reservations  Get great deals on hotels by comparing the lowest prices from more than 200 booking sites worldwide  Use our planning tool, Trips, to save and organize traveler-recommended places. See your saves on a map, as well as share and collaborate with your travel companions.  Access mobile tickets for booked tours, attractions, experiences and other things to do  TRAVEL SAFELY Travel confidently with COVID-19 health and safety information for hotels, restaurants, tours, and attractions  GUIDE OTHER TRAVELERS Submit your own reviews and photos of places you’ve visited to guide fellow travelers   Post and answer questions from other like-minded travelers in the Tripadvisor forums"
4D0E6DA6CD258A046EEBC94D0AFF62FA2C3EF428034FA9A509C0EEF735D0D500,com.visitacity.visitacityapp,TRAVEL_AND_LOCAL,"Visit A City - The ultimate travel app for planning your city sightseeing trip: • Create a customized itinerary and book your tours and activities with just a few taps. • Discover the must-see landmarks, historical sites, and hidden gems of your destination with our comprehensive guide. • Browse through a wide range of tours and activities, from guided walking tours to day trips and more. • With detailed information and reviews, you can easily find the best experiences to suit your interests.   No need for multiple apps, Visit A City has everything you need to make the most of your trip. Download now and start exploring!"""
B39458594C4A44F76C33FCB1DE0E5D07CB6F012E06746414EEE721015F562704,com.tripit,TRAVEL_AND_LOCAL,"Join nearly 20 million travelers on the world's highest-rated travel planner app for trip and itinerary organization!  TRAVEL ITINERARY  As soon as you book a flight, hotel, rental car or other travel plan, simply forward it to plans@tripit.com and we’ll automatically add it to your comprehensive itinerary. Seamlessly sync travel plans to your calendar or share them with anyone you choose.  RESERVATION DETAILS  No more frantically searching through your inbox for important details about your travel plans, like when your flight gets in or the confirmation number for your hotel. Find them in a flash with TripIt — even when you’re offline.    Upload PDFs, photos, boarding passes, digital passport QR codes and more to your travel itinerary, so you can track everything in one place.   MAPS AND DIRECTIONS  The TripIt app includes all the map-related tools you’ll need on-the-go (it’s great for road trips).  -	Plot out your entire trip on Google Maps or Apple Maps -	Quickly pull up transportation options and driving directions between two points (powered by Rome2Rio) -	Easily locate the closest restaurants, parking, ATMs and more   TRIPIT PRO  For roughly the price of checking your bags, upgrade to TripIt Pro to access exclusive travel perks all year long. When you upgrade, TripIt Pro will do all this for you (and more!):  • Share real-time flight status alerts and check in reminders • Notify you if you're eligible for a refund if your fare price drops after booking • Track your reward programs and alert you if points are expiring • Navigate you through the airport with interactive maps   Your Google Play account will be charged when the purchase is confirmed. Your TripIt Pro subscription will be good for 1 year, and automatically renew each year at $48.99 unless you turn off auto-renew at least 24 hours before your term ends. To manage your subscription, including auto-renew, visit your Play Store Account Settings.  FREE TRIPIT PRO FOR SAP CONCUR USERS  If your company uses SAP Concur, you may receive complimentary TripIt Pro benefits that most travelers have to pay for. Make sure you’re connected to TripIt to get itineraries created for you as soon as you book, and receive a complimentary subscription to TripIt Pro, if you’re eligible.  For more information, see the TripIt User Agreement (https://www.tripit.com/uhp/userAgreement) and Privacy Policy (https://www.tripit.com/uhp/privacyPolicy)."
C7A37BF48C37B1CA89334194FF552EBBC514839DCB69548B2AD8F9FF9C26A77C,com.visitkorea.eng,TRAVEL_AND_LOCAL,"Travel Korea with the VisitKorea app! The VisitKorea app provides information on beautiful tourist attractions, delicious food, comfortable accommodations, pleasant shopping centers and exciting festivals in Korea to help tourists have the most satisfying trip ever. In addition, it provides all the information tourists may need when traveling to Korea such as finding directions and public transportation information, currency exchange and emergency contacts to make their trip more convenient and safe.   All about Korean Tourism ‘Highlights’ and ‘News’ that provide special travel information about Korea are updated every week. Check them out to learn more about current and upcoming trends on tourist attractions, restaurants, accommodations, shopping center and festivals. In the About Korea menu, you can find useful information such as time zones, exchange rates, emergency contacts, operating hours of public agencies and tourist police.   Record you itinerary Record memories of your trip in Korea. This new function will help you manage your schedule and remember your trip in the form of a timeline. Simply save your arrival and departure information, your planned itinerary, and add photos and memos.   Korean tourism information recommended automatically Are you in Seoul now? Then, the VisitKorea app will guide you to the most satisfying tourist areas in Seoul. The VisitKorea app recommends information such as tourist attractions, good restaurants, accommodations etc. according to the user’s preference by using big data. (You must register additional information in the settings menu to receive customized recommendation for tourism information.)  Accessible even without an internet connection The VisitKorea app provides essential information that can be useful for your trip in Korea even in an environment where the internet speed is slow or is not available. In addition, tourist information that requires an internet connection (tourist attractions, restaurants, accommodations, shopping center, festivals, coupons, etc.) can be saved in the app to bring up at any time, even in an environment without an internet connection.   Maps to find your way around Korea Use the directions menu in the map to find your way to your destination while traveling in Korea. You can find the route using public transport, taxis, or walking. In addition, the subway menu provides subway route maps and subway directions for Seoul, Busan, Daegu, Gwangju and Daejeon.   As a reliable travel guide provided by the Korea Tourism Organization, VisitKorea provides information for tourists who are planning a trip to Korea or are currently traveling in Korea. Users can feel like they are in Korea even when using the app at home. Korea Tourism Organization is working hard to improve the VisitKorea app service to make your trip to Korea happy"
D9A9551F20BBD827F572ADF821ADB13606B2AE819036AAC0BF3F66A95CF0D033,travel.opas.client,TRAVEL_AND_LOCAL,"Enjoy FREE Audio Tour Guide that enables you to visit tourist attractions or Museums in 3000 cities around the world, at your own convenience and at your own pace.  <b>izi.TRAVEL is your SMART CITY TOUR GUIDE.</b>  Explore the world with izi.TRAVEL as your free tour guide. Download izi.TRAVEL app and enjoy the freedom to visit any tourist attraction or Museum at your convenience. izi.TRAVEL is like a personal tour guide in your pocket. izi uses GPS to locate your position and plays immersive stories right on your ears, while your eyes enjoy seeing it. It is truly an amazing experience!  izi.TRAVEL is World’s No.1 FREE Audio Tour Guide with 10100 audio tours, 8000 outdoor tours and 2100 Museum Tours covering 2500 cities across 102 countries in 58 languages. Simply plug in your earphone and tap on free walking mode. Let izi identify the nearest tourist attraction and GPS auto-play the stories for you. What more? Download the tours using WIFI and listen to the stories seamlessly before, during or after your visit. Listen offsite or offline while walking, cycling, boating or driving. izi tour guide is always with you everywhere, all the time!  izi’s latest incredible India free audio tours include world wonder Taj Mahal in Agra, Delhi Travel Guide, UNESCO world heritage site Red fort, Qutub Minar complex, Rashtrapathi Bhavan in Delhi, God’s own country Kerala Guide, Mumbai, Bangalore, Ajanta and Ellora caves.   <b>Easy to use izi functionality to select your tour guide:</b> ✓ Search audio tour by Country, City, Museum, Monument, attraction or any key words to get instant access to hundreds of high-quality audio tour guides made by local tour guides and professionals.  ✓ izi.TRAVEL contains audio tour guides for the most visited cities in the world: India, Amsterdam, Barcelona, Berlin, Dubai, London, Madrid, Moscow, New-York, Paris, Prague, Rome, San Francisco, Singapore, Tokyo, and many others. Most of them are absolutely FREE.   ✓ Identify audio tours that interest you most and listen to them in prior to plan your visiting hours. Search for Kids tours or adventure tours and bookmark them to share it with your family and friend groups on social media.  ✓ Find audio tour guide ratings and reviews before you choose the tour, as there are more than one audio tour guide for many tourist attractions. See editor’s choice to sort tours that are most popular and received highest ratings.  ✓ See tour path with stop points on a walking tour like and tap the balloon. Choose stop point from the list to play audio or opt to play one after another, if you are driving or cycling.  ✓ Use izi most used function to download the full audio tour and save it on your smart phone using hotel WIFI to save data roaming coasts and listen offline.  ✓ Simply add the language that you wish to listen to the tour if that tour is provided in your language. Use Time & distance calculation for each point to plan your route and sequence.  ✓ Use the powerful bookmark tool to make list of points in sequence and share the audio tour points with your friends. Use izi’s popular function to record your own audio stories when you are on a monument and share your audio with your friends.   ✓ If you are not sure which attractions are close by, simply turn on Free walking mode and let izi be your smart tour guide. You don’t need to ever look at your screen. Simply plug in your headphone and listen as you enjoy seeing.  ✓ If you are visiting a Museum, simply scan the QR code of the exhibit or the sculpture inside the Museum and enjoy listening to the captivating story as you examine the exhibit.   ✓ 20000 local storytellers, audio tour publishers and Local Tour Guides publish audio tour guides in izi platform. Why don’t you consider publishing an audio tour for your own Museum or a remote attraction?  Email info@izi.travel to join now.  <b>izi.TRAVEL: Enlightening Audio Tour Guide for every Destination! Try it, it is really cool!</b>"
3FA07116EA2E99C4181D5CBBE85B02340EAB809E3587621C63C529F7E0F29BB9,com.tripoto,TRAVEL_AND_LOCAL,"Tripoto is the world’s largest community of travel bloggers & a unique travel planner. It lets you discover & share itineraries, travel stories, location information, hidden destinations, attractions, experiences, hotels, tour packages & more. This revolutionary Indian travel app will change the way you travel.   <li>Explore travel guides for executing that perfect travel plan</li> <li>Get information on places to see & things to do for any location</li> <li>Start a travel blog to share your travel story or itinerary</li> <li>Earn credits for your blog, photos & videos</li> <li>Discover top hotels & tour packages</li> <li>Redeem credits on tour package bookings</li> <li>Learn life-skills from experts with Tripoto’s online experiences</li> <li>Use trip planning features like route map, itinerary planner & nearby explorer</li>   With over 10 million+ users, Tripoto is one of the best travel apps with a hub of travel information and many cool features to help you plan or get inspired for your next trip.  <b>Trip Planning App:</b> Tripoto is the best travel planner app India, as it lets you discover itineraries, reviews & travel stories by real travellers. With comprehensive travel guides containing information on attractions & experiences, you can plan a trip to any location in the world using this holiday travel app.  <b>A Community of Travel Bloggers:</b> If you’re a travel blogger or want to be one, you can share your travel stories with the Tripoto. You can even share pictures of your trip by creating photo blogs. For every blog shared, you’ll earn credits to book hotels & holiday packages.  <b>Travel Information Provider:</b> Get accurate information about places around the world, read itineraries & reviews written by real travellers, & explore travel guides. Find & filter places by your interest, region, season, budget, travel plan, & discover popular as well as hidden destinations around the world.  <b>Travel Forum:</b> Have a question related to travel? Use Tripoto’s travel forum as an itinerary planner app. Our community of seasoned travellers will answer all your questions.  <b>Social Media App for Travellers:</b> Connect with travel enthusiasts, holiday-makers, backpackers and solo travellers from around the world. Create your own travel social circle with Tripoto.  <b>Hub of Cool Places to Stay:</b> Discovering hotels that suit your vibe can be a daunting task, but not on Tripoto travel app. Tripoto has a collection of handpicked hotels that allow you to explore the best budget hotels, backpacker hostels, luxury stays, resorts, & homestays.  <b>Tour packages App:</b> Find curated holiday packages from numerous online holiday package providers, including packages that have trekking, biking, & other expeditions on one of the best tour packages apps India. You don’t need to look for any other international holiday packages apps as Tripoto offers the most affordable international packages.  <b>Package Aggregator:</b> Tripoto works as a great holiday packages app that brings together some of the best packages from offline as well as online travel agencies. On Tripoto, you can find & compare packages, send details to several providers without booking and connect with multiple providers simultaneously.  <b>Online Experiences:</b> You can now exchange knowledge & build skills with Tripoto’s online experiences. From learning how to build a social media presence, opening up a cafe in the hills or just learning how to balance travel with a full time job, these affordable sessions can help you turn your passion into a profession at affordable prices.  <b>Nearby Explorer:</b> With Tripoto’s ‘Near Me Now’ feature, you can find attractions, events, experiences, activities, dining options, & nightlife options, with just one click.  All these cool, helpful features make Tripoto one of the most user-friendly Indian app.  <b>Don’t wait! Log in to the world of travel with Tripoto - travel planning app</b>"
131AE73E7941A49A4C9B3ABC323A8FEDCAAC75A5AE3CE68987218B46F8B43061,com.viator.mobile.android,TRAVEL_AND_LOCAL,"Hello, we’re Viator.   As the leading marketplace for travel experiences, we believe that making memories is what travel is all about. And with over 300,000 experiences at your fingertips—everything from simple tours to extreme adventures (and all the niche, interesting stuff in between)—you're guaranteed to make memories that will last a lifetime.  With industry-leading flexibility and last-minute availability, it's never too late to make any day extraordinary.   Do more with Viator.   ADVENTURE FOR THE CURIOUS TRAVELER Want to learn the art of pasta making in Italy? Or how about a private helicopter tour of the Grand Canyon? Whatever type of tours and activities you seek, Viator’s got you covered.   MANAGE TRIPS ON THE GO Our all-in-one app makes it easy to plan your next trip—near or far—with plenty of vacation inspiration, traveler reviews, and instant booking for nearby attractions. Whether it’s local sightseeing, or a day trip to a local attraction—all you have to do is dream of a fun trip, and go. The app lets you keep all of your tickets in one place, and allows you to message your guide for peace of mind while you focus on what really matters: experiencing new and exciting things.   TRAVEL MADE EASY No data or Wi-Fi on your travels? No problem. You can access your bookings and tickets entirely offline on the Viator app. And if you’re on the go, we’ve added directions and maps so you never feel lost on your way.   REVIEWS: BY TRAVELERS LIKE YOU Our vibrant travel community makes sure you can book things to do with confidence every time, with millions of trusted Tripadvisor reviews on over 300,000+ bookable experiences in destinations around the world.   Viator App features   Book and manage your trip on the go: Access to our amazing selection of tours and activities before and during your trip Easily access tickets offline Modify, edit, or cancel your bookings on the go Get same-day notifications to your activity with directions to your departure and pick up points  Free cancellation up to 24 hours in advance   Easy trip planning: Create a wishlist of all tours & activities you want to book Read millions of reviews from Tripadvisor and our Viator travel communities Contact tour guides directly for easy communication   Flexible payment options: Reserve now and pay later Pay in installments with Klarna Book with Credit Card, PayPal, Apple Pay, or Google Pay   Exclusive app only promos: Take advantage of in-app messaging offering the latest promos and special offers   No matter what type of vacation or activities you seek, Viator will help you make memories that will last a lifetime.   Rated 4.3 out of 5 on Trustpilot with over 57,000 verified reviews   P.S. Having technical issues with the app? Please email mobileappsupport@viator.com   Join the Viator App Feedback Team Share your thoughts about the Viator App and shape the future of the Viator app together: https://www.userinterviews.com/opt-in/bTQXz4p6A6krCkVi475HFRm7"
AC5CFC0847235BFFB40CA1280F6EF0FE2B02BDAB7AAB9B7E2D9D7E78EFF348E7,hu.pocketguide,TRAVEL_AND_LOCAL,"PocketGuide, the world’s leading audio city guide application reveals the best stories, insider hangouts and must-see sights in more than 150 major cities and tourist destinations.  The app guides you through the city by voice, using your GPS location. Just listen and enjoy a city’s attractions while your virtual tour guide explains it all and shares personal insights. Tours are developed by local experts who know their cities inside-and-out.  We also have fascinating themed walking tours, for those who want to go off the beaten path. Find the top tapas in Barcelona, get chic in New York City’s East Village or follow the trail of a 19th century serial killer in London.  The App can also record your trip: you can create an amazing 3D video of the sights you see on your travels with one click.  Why PocketGuide?  • WIDE RANGE OF LOCATIONS - You can choose from more than 150 major cities and tourist destinations.  • AUDIO GUIDED TOURS – The app leads you with clear audio cues and once you approach a sight you will automatically hear the stories about it .  • SELECTION OF LANGUAGES – Most of our tours are available in English, but you can find tours in your own language as well.  • FIND GREAT SERVICES - If you are tired, let us recommend you the best nearby restaurants and cafés.  • AVAILABLE OFFLINE - Once you download a tour, it will work offline so you don’t have to pay roaming charges.   • SHARE YOUR EXPERIENCES - During your tour you can take photos and add comments; PocketGuide can create a 3D video which you can easily share with your friends under “My Diary” Settings. If you download a tour of your choice, you will be able to share it with your friends and walk together hassle-free.  Contact us at info@pocketguideapp.com or should you encounter any technical difficulties select “report a problem” from Settings to contact our development team directly."
